y,rf
0,0.685537797
1,0.359660321
1,0.359660321
0,0.836362228
0,0.753978131
1,0.895169384
0,0.810965666
1,0.885725877
0,0.960044444
0,0.828786988
0,0.720388991
1,0.440567344
1,0.206932601
1,0.206932601
0,0.914527481
0,0.952872322
0,0.904562276
0,0.553776345
0,0.926718305
0,0.828319517
1,0.649264496
1,0.649264496
0,0.780230194
0,0.996496468
1,0.334277778
1,0.334277778
0,0.947706118
0,0.930870533
0,0.718934559
0,0.809458537
0,0.911139159
1,0.841973551
0,0.892790036
0,0.818802911
1,0.097280728
1,0.097280728
0,0.599246685
1,0.368274524
1,0.368274524
0,0.926682766
0,0.803937592
0,0.90318359
0,0.9433993
0,0.825070276
0,0.799213212
0,0.726341209
0,0.906524236
0,0.967508755
1,0.743621303
1,0.743621303
0,0.971792864
0,0.973747345
0,0.98033033
0,0.865345029
0,0.731114362
0,0.926228567
1,0.147284116
1,0.147284116
0,0.976385833
0,0.897258119
0,0.898774623
0,0.907910853
0,0.828319517
0,0.785259086
0,0.969787338
0,0.719499736
0,0.942370128
0,0.914527481
0,0.991311816
0,0.925255078
0,0.880646596
0,0.359660321
0,0.91437316
0,0.789118691
0,0.961628
0,0.793266587
0,0.905767983
0,0.974990481
0,0.788752433
1,0.641352921
1,0.9254889
0,0.848482218
0,0.766935659
0,0.941208675
0,0.969787338
0,0.932728996
1,0.73761956
0,0.72802479
0,0.835570797
0,0.925255078
0,0.460338696
0,0.778804157
0,0.964042818
0,0.898864096
0,0.802097345
0,0.947037719
0,0.711592491
0,0.955362678
0,0.983207877
1,0.686487448
1,0.001
1,0.001
0,0.966259497
0,0.711916707
0,0.850443546
0,0.733635565
0,0.920691628
0,0.92750465
0,0.921728754
0,0.740809416
1,0.028
0,0.808394753
1,0.662349194
0,0.892802264
0,0.700995444
0,0.894175535
0,0.533111205
0,0.553776345
0,0.969315301
0,0.950035812
0,0.873527273
1,0.401637624
0,0.931745214
0,0.906118797
0,0.889009449
0,0.929500546
1,0.82850352
0,0.941626124
0,0.687239932
0,0.923062393
0,0.952387261
0,0.681766667
0,0.73850664
0,0.407441387
0,0.97427919
0,0.989705634
0,0.738989206
0,0.75979196
0,0.99284881
0,0.908747279
0,0.880926552
1,0.233360416
1,0.233360416
0,0.847843091
0,0.755035317
0,0.951064297
0,0.84662549
0,0.794026694
0,0.792356835
0,0.797453615
0,0.81516918
0,0.941626124
0,0.870117928
0,0.803652143
0,0.865616407
0,0.923062393
0,0.810795737
0,0.975222348
0,0.761238645
0,0.932511228
0,0.880251979
1,0.700995444
1,0.700995444
0,0.734725669
0,0.934258458
0,0.887361045
0,0.977895568
0,0.971387983
1,0.629395925
1,0.629395925
0,0.972797094
0,0.921332695
0,0.899
0,0.828647762
0,0.947774617
0,0.973364646
1,0.614883346
1,0.614883346
0,0.974700396
0,0.798913095
0,0.82005467
0,0.968398219
1,0.786893655
0,0.808462476
0,0.679479598
0,0.961472345
0,0.879998128
1,0.370747245
0,0.961964973
1,0.535693234
1,0.535693234
0,0.938078242
0,0.977221408
0,0.967293911
0,0.92750465
0,0.915593376
0,0.867352822
1,0.079319685
1,0.079319685
0,0.958363252
0,0.845752411
0,0.894650474
1,0.102285714
1,0.102285714
0,0.806605427
0,0.717998897
0,0.662349194
0,0.863750766
0,0.786893655
0,0.918221585
0,0.90664651
0,0.849381908
0,0.805970051
0,0.969787338
1,0.339549025
0,0.163519261
0,0.910016276
1,0.534927022
0,0.931669549
0,0.786893655
1,0.629650422
0,0.533782562
0,0.929320658
0,0.930452289
0,0.881209835
0,0.917830969
0,0.825070276
0,0.91683343
0,0.601178435
0,0.813746572
0,0.918097739
0,0.775834928
0,0.949833748
0,0.906524236
0,0.821548884
0,0.759514948
0,0.62351951
0,0.751153765
0,0.562934758
0,0.786680593
0,0.982795501
0,0.976611111
0,0.920107185
0,0.852303807
0,0.823242523
0,0.979890625
0,0.742351252
0,0.958363252
0,0.840878988
0,0.959472345
0,0.967920321
0,0.913933331
0,0.914488341
0,0.859672466
1,0.5786911
1,0.5786911
1,0.259052143
1,0.259052143
0,0.941626124
0,0.85191289
0,0.960662954
0,0.823691044
0,0.928935338
0,0.977081563
0,0.976385833
0,0.894650474
0,0.771996229
0,0.884936865
0,0.918097739
0,0.928455956
0,0.982795501
0,0.968398219
0,0.947933071
0,0.838137825
0,0.847696353
0,0.976400925
1,0.85191289
1,0.85191289
0,0.948978584
0,0.725857155
0,0.679479598
0,0.962614023
0,0.950035812
0,0.72040419
0,0.995258261
1,0.033692308
1,0.033692308
0,0.860333589
0,0.898864096
0,0.950589506
0,0.912635546
0,0.988599726
0,0.976400925
1,0.156606352
1,0.156606352
0,0.977817245
0,0.428100775
0,0.862610766
0,0.80657299
0,0.905767983
0,0.853500334
0,0.812875956
0,0.931146947
0,0.938078242
0,0.975222348
0,0.896066587
0,0.960695267
0,0.962614023
0,0.798482548
0,0.89553109
0,0.8480812
0,0.99334769
0,0.925972371
0,0.945648145
0,0.975549555
0,0.93332293
1,0.355288258
0,0.501442433
0,0.875174383
0,0.982795501
0,0.961984944
0,0.906524236
0,0.885850043
1,0.755062753
1,0.755062753
0,0.596438384
0,0.614883346
0,0.822015082
0,0.992695552
0,0.855153842
0,0.966316958
1,0.623686681
0,0.971830888
0,0.986672715
0,0.931791387
0,0.984948063
0,0.816089042
0,0.976806597
0,0.95449354
0,0.155471429
0,0.730247595
0,0.977081563
0,0.898864096
0,0.945795113
0,0.994405864
0,0.9685948
0,0.974700396
0,0.919485782
0,0.785399298
0,0.907047044
0,0.927208182
0,0.857363185
0,0.976806597
0,0.87437224
0,0.846117994
0,0.909149802
0,0.823563256
0,0.954341389
0,0.804910215
0,0.99517764
0,0.810795737
0,0.446472437
0,0.809059045
0,0.958363252
0,0.796970302
0,0.856458889
0,0.975222348
0,0.87255389
0,0.969787338
0,0.75979196
0,0.906524236
0,0.82850352
0,0.759869533
1,0.103866667
1,0.103866667
0,0.920180275
1,0.76115456
1,0.76115456
0,0.954361383
0,0.748275522
0,0.778100788
1,0.608145167
1,0.608145167
1,0.560221777
0,0.974700396
0,0.873852648
0,0.856371841
0,0.87487565
0,0.832009642
0,0.829577233
0,0.843014093
1,0.743621303
1,0.743621303
0,0.842567094
0,0.925614615
0,0.888226301
0,0.904738022
0,0.747659387
0,0.976806597
0,0.863258478
0,0.748428472
0,0.857363185
0,0.977081563
0,0.928935338
0,0.912491239
0,0.975975946
1,0.412514666
0,0.811587688
0,0.940651884
0,0.939510455
0,0.993787833
1,0.069880708
1,0.069880708
0,0.820625812
0,0.901527588
0,0.921472754
0,0.842067181
0,0.989218506
0,0.843427907
0,0.928699143
0,0.880646596
0,0.836362228
0,0.895385723
1,0.184999971
0,0.976385833
0,0.727446587
0,0.925147782
0,0.785259086
0,0.846024344
0,0.801275878
0,0.975990366
0,0.853534451
0,0.9685948
0,0.653670534
0,0.944761785
0,0.925255078
1,0.876703146
1,0.876703146
0,0.545583985
0,0.932653275
0,0.890455122
0,0.799765416
0,0.875333333
0,0.923062393
0,0.976806597
1,0.553776345
0,0.822284524
0,0.721448031
1,0.16937962
1,0.16937962
0,0.961645274
0,0.956795176
0,0.977655448
0,0.934309574
0,0.795676513
0,0.973160451
0,0.891348318
0,0.825070276
0,0.904562276
0,0.928455956
1,0.454302079
0,0.820110991
0,0.965144444
0,0.967508755
0,0.932511228
0,0.852190179
1,0.409250543
0,0.914593829
0,0.929248132
0,0.975144444
0,0.774890226
0,0.886053369
0,0.969315301
0,0.90593889
0,0.755144093
0,0.855677506
1,0.129534018
1,0.129534018
0,0.90326981
0,0.883318355
0,0.96053214
0,0.810944481
0,0.772072839
0,0.91876097
0,0.74561831
1,0.913933331
0,0.908948112
0,0.908677487
0,0.779830976
1,0.679479598
1,0.679479598
0,0.976385833
0,0.606182271
0,0.677748293
0,0.972797094
0,0.589121319
0,0.744897612
0,0.658158946
0,0.948171583
0,0.914561882
0,0.867352822
0,0.938078242
0,0.88450563
0,0.986383987
0,0.944773345
0,0.81516918
0,0.927449798
1,0.822015082
0,0.915078982
0,0.855091737
1,0.460696807
0,0.652780406
1,0.514205369
0,0.880646596
1,0.828319517
0,0.932981073
0,0.767511612
0,0.994405864
0,0.76384127
0,0.8434616
0,0.857508462
0,0.830031998
0,0.92204672
1,0.156417695
1,0.905767983
0,0.825796535
0,0.734231691
0,0.662610686
1,0.06055859
1,0.06055859
0,0.976400925
0,0.836362228
0,0.712108952
0,0.886871785
0,0.977817245
0,0.952387261
0,0.917830969
0,0.969315301
0,0.733851932
0,0.920107185
0,0.904562276
0,0.886833076
0,0.799213212
0,0.8434616
0,0.709612925
0,0.875041128
1,0.250801817
0,0.903720418
0,0.991579894
0,0.877483827
0,0.912270472
0,0.822015082
0,0.923062393
0,0.827014131
1,0.35256099
1,0.35256099
1,0.938078242
1,0.709612925
0,0.967869747
0,0.796309877
1,0.358777933
1,0.358777933
0,0.780230194
0,0.999530272
1,0.788746856
0,0.749299562
1,0.429436033
1,0.429436033
0,0.695722942
0,0.849505091
0,0.601978111
0,0.943678844
0,0.779082843
0,0.839891072
0,0.920967694
0,0.811719313
0,0.818250969
0,0.974700396
0,0.98901134
0,0.954361383
0,0.842663449
0,0.930735446
0,0.904005646
0,0.805200189
0,0.966251721
0,0.743621303
0,0.901527588
0,0.822015082
1,0.463089944
1,0.463089944
1,0.771996229
0,0.881619634
0,0.976806597
0,0.775552502
0,0.95032743
0,0.984645311
0,0.902626651
0,0.414439093
1,0.538272182
1,0.538272182
0,0.934021647
0,0.928462425
0,0.938078242
0,0.941626124
0,0.773253883
0,0.930277778
1,0.627781811
0,0.935173408
0,0.855352316
0,0.713344608
0,0.894650474
0,0.874437714
0,0.973855177
0,0.882630123
0,0.960313574
0,0.789897628
1,0.240262629
1,0.443731334
1,0.443731334
1,0.259052143
1,0.259052143
0,0.88639221
0,0.862525771
1,0.41311969
1,0.41311969
0,0.944146576
0,0.834445638
1,0.470440517
0,0.72040784
0,0.915593376
0,0.887917374
0,0.932149631
0,0.945029057
1,0.609886111
0,0.747806629
0,0.887783797
0,0.73850664
1,0.50771507
1,0.50771507
0,0.756442095
0,0.592267659
0,0.965062045
0,0.78190084
0,0.922867312
0,0.760896418
0,0.908793484
0,0.904562276
0,0.834445638
0,0.831677545
0,0.914527481
0,0.828319517
0,0.889997778
0,0.827014131
0,0.938078242
0,0.801912047
0,0.784120504
1,0.220138565
0,0.974683915
0,0.957258776
0,0.822588189
0,0.958243936
0,0.908793484
0,0.935074114
0,0.991311816
0,0.923062393
0,0.986672715
0,0.977302703
1,0.223257901
1,0.223257901
0,0.9954413
0,0.81761911
0,0.976806597
0,0.950440082
0,0.976572889
0,0.831258404
0,0.743621303
0,0.977817245
0,0.755062753
0,0.974683915
0,0.90843774
0,0.975313248
0,0.884098085
1,0.250869387
0,0.983098588
0,0.806311127
0,0.971554289
0,0.878418495
0,0.722950689
0,0.981102888
1,0.246238095
1,0.246238095
0,0.905767983
0,0.902116013
0,0.839218102
1,0.159012415
1,0.159012415
0,0.965557743
0,0.977817245
0,0.995323959
1,0.455150151
0,0.932511228
1,0.266477263
1,0.266477263
0,0.803171225
0,0.857234606
0,0.928314794
0,0.700995444
0,0.936901289
0,0.966558169
0,0.89138192
1,0.421006914
0,0.906524236
0,0.990194986
0,0.943678844
0,0.957284452
0,0.947037719
0,0.936901289
0,0.880646596
0,0.886077068
0,0.847659712
1,0.81761911
1,0.288662033
1,0.288662033
1,0.961728637
0,0.809059045
0,0.939627967
0,0.959402075
0,0.940569594
0,0.938078242
0,0.959166946
0,0.927802159
0,0.976572889
0,0.905767983
0,0.865070731
0,0.930911464
0,0.824484772
0,0.962892538
0,0.976385833
0,0.925972371
0,0.878418495
1,0.179416662
0,0.812756457
0,0.860333589
0,0.842944098
0,0.884396577
0,0.822015082
0,0.789961011
0,0.905767983
0,0.959402075
0,0.952713521
1,0.292049172
1,0.292049172
0,0.687493216
0,0.932728996
0,0.904562276
0,0.808946244
0,0.685287322
0,0.8626638
0,0.84515923
0,0.719499736
0,0.914597746
0,0.814472923
0,0.828771947
0,0.933046076
0,0.852629719
0,0.776300961
0,0.955134259
0,0.906535141
0,0.911704389
1,0.611440643
0,0.950440082
0,0.728723113
0,0.968447067
0,0.879971429
0,0.929645618
0,0.907670102
0,0.923224668
0,0.929500546
0,0.820625812
0,0.743251301
1,0.796560051
0,0.808571962
0,0.881459364
1,0.780230194
1,0.780230194
0,0.822015082
0,0.907022611
1,0.667538074
1,0.667538074
0,0.852212891
0,0.912635546
1,0.540081308
1,0.540081308
0,0.944836356
1,0.014
1,0.014
0,0.931669549
0,0.913933331
0,0.560221777
0,0.788416876
0,0.972533768
0,0.976806597
0,0.996387297
1,0.281832876
0,0.976572889
0,0.938078242
0,0.905767983
0,0.908793484
0,0.930957198
1,0.753978131
1,0.753978131
0,0.95327365
0,0.965062045
0,0.822545824
0,0.754847959
0,0.796107568
1,0.115713837
1,0.115713837
1,0.435642688
0,0.924162473
0,0.85147444
0,0.958363252
0,0.822015082
1,0.637715566
1,0.637715566
0,0.773253883
0,0.890455122
0,0.96280349
0,0.861740921
0,0.918919163
0,0.810965666
1,0.776300961
0,0.687493216
0,0.903846938
0,0.820625812
0,0.679479598
0,0.831948188
0,0.976572889
0,0.94287707
0,0.861330725
0,0.877493095
0,0.831261151
1,0.374128301
0,0.85837781
0,0.812513422
0,0.977005669
1,0.730568378
1,0.276990994
0,0.874744666
0,0.977817245
1,0.62042486
1,0.62042486
0,0.632372564
0,0.913634147
1,0.460338696
1,0.460338696
0,0.789936311
0,0.726341209
0,0.863294845
0,0.976106394
1,0.790833644
0,0.929660712
0,0.954777778
1,0.346593295
0,0.974968517
0,0.840684211
0,0.903720418
0,0.870667501
0,0.964042818
1,0.813605284
1,0.813605284
0,0.908677487
0,0.87828618
0,0.920671571
0,0.4949316
0,0.973160451
1,0.446472437
0,0.828319517
0,0.784362452
0,0.904313978
0,0.937180881
0,0.954770364
0,0.685244808
0,0.806605427
0,0.908873971
0,0.956921183
0,0.629395925
0,0.854956504
0,0.996905682
0,0.960662954
0,0.685757537
0,0.892421396
0,0.886206835
0,0.805396
0,0.980106716
0,0.795536445
0,0.766448707
0,0.780304109
0,0.925255078
0,0.97887698
1,0.883318355
0,0.9496359
0,0.928935338
0,0.974506126
0,0.921808966
0,0.91683343
0,0.90865115
0,0.806311127
0,0.886836399
0,0.955244728
0,0.846924464
0,0.918221585
0,0.790258578
0,0.756810075
1,0.407441387
1,0.407441387
0,0.883318355
0,0.870702011
0,0.913933331
