y,rf
0,0.986132222
0,0.882704915
0,0.923170346
0,0.989290386
0,0.851026002
0,0.949756456
1,0.497573939
0,0.934843257
0,0.930576267
1,0.705509867
0,0.886994564
0,0.913558224
1,0.604867853
1,0.604867853
0,0.915486894
0,0.909000438
0,0.994161515
0,0.849741522
0,0.96504627
1,0.150296891
1,0.150296891
1,0.8824133
1,0.382721282
0,0.96597021
0,0.937599154
0,0.88789447
0,0.936905707
1,0.979041201
0,0.884226797
0,0.877810455
0,0.855230991
0,0.949370238
0,0.928817394
0,0.972700123
0,0.926771061
0,0.94755485
0,0.989467336
0,0.876494234
0,0.89916683
0,0.960398469
0,0.912969108
1,0.86294103
0,0.943362505
0,0.939681914
0,0.919585057
0,0.991335946
0,0.859386382
0,0.682569775
0,0.85698502
0,0.936647594
1,0.167314476
1,0.167314476
0,0.865607119
0,0.983736209
0,0.952873074
0,0.906661582
1,0.279153112
1,0.279153112
0,0.969339145
0,0.873396827
0,0.88870218
0,0.94220457
0,0.953181394
0,0.96096259
0,0.858017823
0,0.839191355
0,0.654591661
0,0.884382363
0,0.941371951
0,0.731296587
0,0.816231002
0,0.923507438
0,0.99257445
0,0.908151115
0,0.905916751
0,0.956085422
1,0.221230928
1,0.221230928
0,0.878963585
0,0.955804608
0,0.893581954
0,0.831499577
0,0.911079209
0,0.864106523
0,0.899737433
0,0.922977992
0,0.962007514
0,0.930574177
1,0.419852176
0,0.903769465
0,0.862522565
0,0.906292458
0,0.926493613
0,0.759568262
0,0.859897177
0,0.963254165
0,0.842499098
0,0.836554727
0,0.913825115
1,0.798656201
1,0.798656201
0,0.835031362
0,0.785018742
1,0.350742962
1,0.350742962
1,0.384698895
0,0.92684158
0,0.849010193
0,0.694785947
1,0.895061206
1,0.206357319
1,0.206357319
0,0.9847516
1,0.287083858
0,0.859190124
0,0.947358254
0,0.910296899
0,0.829868345
0,0.982102916
0,0.951693117
0,0.859418607
0,0.916460729
0,0.969098476
0,0.92341903
0,0.957167601
0,0.850818917
0,0.855367469
0,0.84109871
1,0.266998324
1,0.266998324
0,0.935807374
0,0.886042454
0,0.839238716
0,0.851323506
0,0.971866667
0,0.785352857
0,0.823212436
0,0.798939342
0,0.903954383
0,0.785670784
0,0.76311359
0,0.981578149
0,0.92890866
0,0.893859359
0,0.942768108
0,0.992316102
0,0.953819702
0,0.967538841
0,0.86154058
0,0.89380639
0,0.867002393
0,0.966093314
0,0.890776624
0,0.951205169
0,0.927047402
0,0.789820325
1,0.401900785
1,0.401900785
0,0.903676361
0,0.960854275
0,0.85559191
1,0.220668373
1,0.220668373
1,0.422674364
0,0.90909617
1,0.125173188
1,0.125173188
0,0.989929454
0,0.847403399
0,0.949834574
0,0.88259589
0,0.828711344
0,0.907930523
0,0.799989381
0,0.936457115
0,0.897318874
1,0.213737015
1,0.213737015
0,0.894947036
0,0.67139925
0,0.8491744
0,0.958001456
0,0.944871737
0,0.972281284
0,0.943708624
0,0.786170699
0,0.854606944
0,0.976434922
0,0.883041375
0,0.964159481
0,0.943209425
0,0.990523191
0,0.950149886
0,0.851707047
0,0.96828769
1,0.281027137
0,0.975463778
0,0.907568174
0,0.987070693
0,0.830742536
0,0.936846966
0,0.972245135
1,0.725635302
1,0.725635302
0,0.862837144
0,0.90987803
0,0.878035698
0,0.890307282
0,0.921945886
0,0.9668105
0,0.885295132
0,0.887339044
1,0.362925896
0,0.946794768
0,0.929527722
0,0.98075552
0,0.810859914
0,0.91322043
0,0.836200955
1,0.359928021
0,0.91831181
0,0.918775624
0,0.981490201
1,0.760321066
1,0.581819755
1,0.581819755
0,0.866079197
1,0.654975326
0,0.880436569
1,0.592286674
0,0.875608321
0,0.708192478
0,0.909734592
0,0.947265717
0,0.976068959
0,0.983413601
0,0.883933411
0,0.959231021
1,0.08602695
1,0.08602695
0,0.947921442
0,0.913585357
1,0.465027898
1,0.465027898
0,0.913892355
0,0.827795849
0,0.897568349
0,0.956447838
0,0.959761963
0,0.956711929
0,0.989946609
0,0.953585957
0,0.878867318
0,0.960034781
0,0.959551079
0,0.992983047
0,0.956595931
0,0.741871208
0,0.901699115
0,0.828615855
0,0.959480146
0,0.846367852
0,0.931369216
0,0.906272873
0,0.989798025
0,0.947741801
0,0.78005575
0,0.867949526
0,0.931908402
0,0.845462345
0,0.824289235
0,0.900803629
0,0.933025875
0,0.956063549
0,0.922045028
0,0.984910411
0,0.858101157
0,0.942587915
0,0.69483439
0,0.923910155
0,0.890130739
0,0.92123457
1,0.781838863
0,0.890776624
0,0.881592401
0,0.709684808
0,0.852334982
0,0.913053634
0,0.914665948
0,0.921542829
0,0.936561313
0,0.904765358
0,0.938166892
0,0.889034777
0,0.944845668
0,0.778414132
0,0.985684437
0,0.884136166
0,0.745060228
1,0.16118297
1,0.16118297
0,0.896992778
0,0.93945313
0,0.978466216
1,0.585618758
0,0.977097839
0,0.967108449
0,0.978036911
0,0.918546823
0,0.898917988
0,0.930035214
0,0.87160794
0,0.6983802
0,0.860073329
0,0.991806609
0,0.970043218
0,0.832085836
0,0.749973054
0,0.949641825
0,0.954671218
0,0.866005126
0,0.793853428
0,0.785670784
0,0.983308476
0,0.9108353
0,0.983343185
0,0.917400953
0,0.839750686
0,0.915557509
0,0.930226821
1,0.30246923
0,0.940548548
0,0.975242095
0,0.89284815
0,0.92453887
1,0.517230812
1,0.517230812
0,0.612828217
1,0.105
1,0.105
0,0.920851255
0,0.92380552
1,0.236129869
1,0.236129869
0,0.983545844
0,0.683307788
0,0.974817068
0,0.964263346
0,0.975752005
1,0.911099184
0,0.922322073
0,0.954726041
0,0.965172849
0,0.820775664
0,0.862697553
0,0.972129389
0,0.867897389
0,0.871832084
0,0.97566914
1,0.147616185
1,0.147616185
0,0.977992679
0,0.762545156
0,0.833479569
0,0.969627121
0,0.876348619
1,0.122699984
1,0.122699984
0,0.968602007
1,0.682019549
0,0.985286135
0,0.971521262
0,0.97296199
0,0.881545684
0,0.892972108
0,0.971017716
0,0.89079134
0,0.978298425
0,0.980657143
0,0.92265949
0,0.93830049
0,0.928161181
0,0.97819303
0,0.807134847
0,0.924945299
0,0.917289286
0,0.955267323
1,0.337634805
0,0.910232769
1,0.319915402
0,0.851542849
0,0.799454262
0,0.715371926
0,0.87989686
0,0.891605083
0,0.795395282
0,0.976569184
0,0.838427435
0,0.946725345
0,0.967026764
0,0.955925009
0,0.906640197
0,0.939417448
0,0.873527011
0,0.941866652
0,0.858598736
0,0.955289647
1,0.189674473
0,0.942495633
0,0.876854799
0,0.93713853
0,0.813279887
0,0.840383063
0,0.996913769
0,0.924866694
0,0.922876381
0,0.962392623
0,0.907768797
0,0.880468506
0,0.938536261
0,0.981137018
1,0.110879015
1,0.110879015
0,0.973130932
0,0.98452265
1,0.799623555
1,0.57369874
0,0.87847305
0,0.733699983
0,0.939517276
0,0.942454128
0,0.926515301
0,0.975533433
0,0.890895081
0,0.921733953
0,0.952713515
0,0.896240907
0,0.779945174
1,0.486153779
1,0.486153779
0,0.872618206
0,0.813240616
0,0.817648612
0,0.953057793
0,0.79612649
0,0.840867739
0,0.886459058
1,0.514822668
0,0.90655432
0,0.811028223
0,0.966822519
0,0.930299886
0,0.790418396
0,0.986736671
0,0.956968646
0,0.966923309
0,0.884068858
1,0.233892178
1,0.233892178
0,0.911379237
0,0.785096882
0,0.955314882
0,0.956814935
0,0.954479179
0,0.780900214
0,0.936706667
0,0.644887638
0,0.865049135
0,0.570219255
0,0.923282859
0,0.955408215
0,0.757616082
1,0.540092758
0,0.890076826
0,0.909673864
0,0.907983638
0,0.976664918
0,0.85354996
0,0.822398864
0,0.833434137
0,0.744502952
0,0.951107077
0,0.885620322
0,0.94294256
0,0.872168817
0,0.93406512
0,0.944820454
0,0.933691445
1,0.576513909
0,0.91510637
1,0.843272901
0,0.805490962
0,0.91289627
0,0.910075042
1,0.124982957
1,0.124982957
0,0.835731938
0,0.958424365
0,0.979872968
0,0.938626946
0,0.850630821
0,0.907
0,0.943372703
1,0.270944263
1,0.270944263
0,0.749082255
0,0.974174045
0,0.875936543
0,0.962501638
0,0.880269806
0,0.94371116
1,0.315578748
1,0.315578748
0,0.866577217
0,0.900285621
0,0.838746182
0,0.772648177
0,0.948692339
0,0.975013581
0,0.951209181
0,0.786786017
0,0.982527868
0,0.904307621
0,0.96620128
0,0.592481311
0,0.966324944
0,0.801441742
0,0.913120345
0,0.890519331
0,0.836177964
0,0.979329441
0,0.926590821
0,0.930468862
0,0.839100446
0,0.931529648
0,0.963318123
0,0.81306991
0,0.910410291
0,0.856184901
0,0.94819237
0,0.862889424
0,0.949609838
0,0.851038473
0,0.978165216
0,0.842761147
0,0.812323842
0,0.841775915
0,0.909895237
0,0.925896312
0,0.9588959
0,0.947098784
0,0.927228849
1,0.524496693
1,0.495995576
0,0.957351881
0,0.750422718
0,0.979947391
0,0.885646089
0,0.989686287
0,0.963872493
0,0.940233922
0,0.982654602
0,0.963721463
0,0.809023618
0,0.926505799
0,0.919468695
0,0.873296569
0,0.869394563
0,0.952615605
0,0.952722889
0,0.800092005
0,0.910984907
0,0.923639069
0,0.933785952
0,0.891290671
0,0.865154036
0,0.984162926
0,0.92684158
0,0.949013
0,0.922110212
0,0.914707273
0,0.909951185
0,0.886967133
1,0.666049813
1,0.666049813
0,0.832376092
0,0.971562724
0,0.986582195
0,0.894415766
0,0.978916714
0,0.884582905
0,0.980436115
0,0.97195294
0,0.875413691
0,0.989464604
0,0.878830854
0,0.935229254
0,0.976907384
0,0.855338914
0,0.96029728
0,0.959646849
0,0.927020894
0,0.951839521
0,0.779513917
0,0.942546296
0,0.942249661
1,0.187847668
1,0.187847668
0,0.906887887
0,0.942793427
0,0.912978126
1,0.176069314
1,0.176069314
0,0.916924553
0,0.821263313
0,0.786346944
0,0.913539355
0,0.955395779
0,0.991448058
0,0.930602641
0,0.879609566
0,0.844931287
0,0.87101705
0,0.972977755
0,0.843373465
0,0.922946615
0,0.881648258
0,0.904159485
1,0.738443207
1,0.738443207
1,0.212290621
1,0.212290621
0,0.894123585
0,0.909085796
0,0.91088045
0,0.905626053
0,0.842913864
0,0.85467622
0,0.976409068
0,0.858589711
0,0.843507932
0,0.661663129
0,0.917194166
0,0.805875461
1,0.350605835
1,0.350605835
0,0.814276788
0,0.994493527
0,0.951443581
0,0.953444896
0,0.916098313
0,0.952189472
0,0.865049135
0,0.912387244
0,0.839426245
0,0.811255292
0,0.974875158
0,0.893305239
0,0.878759022
0,0.879422043
0,0.980249211
0,0.540758077
0,0.866876158
0,0.950142324
0,0.974293133
0,0.937281807
1,0.289308985
1,0.289308985
0,0.830291225
0,0.890635786
0,0.860019335
0,0.996769822
0,0.954854434
0,0.7780707
0,0.930678503
0,0.991994625
0,0.831499577
0,0.873086766
0,0.981242271
0,0.763013166
0,0.943177674
1,0.485171074
1,0.485171074
0,0.96043744
0,0.494016439
0,0.951155325
0,0.912827938
0,0.910207779
0,0.945596047
0,0.881427285
0,0.958112563
0,0.880166597
0,0.875999779
0,0.923358288
0,0.985581671
0,0.93243682
0,0.825469012
0,0.962958803
0,0.922992213
1,0.469465929
0,0.875009661
0,0.965455402
0,0.851875655
0,0.918739536
0,0.905570224
0,0.932021767
0,0.896870058
0,0.937115225
0,0.905516237
0,0.855516091
0,0.935694372
0,0.89464208
0,0.895388313
0,0.935544148
0,0.907204139
0,0.967623161
0,0.794347385
0,0.821161381
0,0.9775499
0,0.983221472
1,0.616210323
0,0.939111357
0,0.916738539
0,0.881960151
0,0.84424803
0,0.743280627
0,0.762506945
0,0.947422498
0,0.962025132
0,0.911019009
0,0.751800426
0,0.961377622
0,0.962066675
1,0.577368526
1,0.577368526
1,0.478997223
1,0.478997223
0,0.95673663
0,0.961635479
0,0.808881475
0,0.956877909
0,0.948102346
0,0.912341508
0,0.942608061
0,0.880345117
0,0.922015145
0,0.768111685
1,0.488386839
0,0.925650411
0,0.926219382
0,0.887408269
0,0.951127428
1,0.166489331
1,0.166489331
0,0.911710607
0,0.99402259
0,0.857978256
0,0.962855854
0,0.89356775
0,0.865827615
0,0.620065491
0,0.880224398
0,0.943771446
0,0.962683691
1,0.109210592
1,0.109210592
0,0.96295775
0,0.930252782
0,0.762827121
0,0.931323892
0,0.910544244
0,0.998366098
0,0.902822154
0,0.838411301
0,0.940049494
0,0.967369445
0,0.882807214
0,0.905330094
0,0.909453006
0,0.980896339
0,0.939608512
0,0.928131018
0,0.854879217
0,0.928519681
0,0.921518938
0,0.841574869
1,0.153175671
1,0.153175671
0,0.839911043
1,0.738886575
1,0.738886575
0,0.993262708
0,0.971023313
0,0.876423985
0,0.870371702
0,0.887228089
1,0.522643114
1,0.522643114
0,0.914739868
0,0.94541059
0,0.905984962
0,0.927256454
1,0.247188373
0,0.968590436
0,0.981494962
1,0.811176458
0,0.940748045
0,0.920570238
0,0.959993186
0,0.845306094
0,0.993168563
0,0.904628871
0,0.918694827
0,0.95051664
0,0.986268651
0,0.913049698
0,0.9226951
1,0.532998079
1,0.532998079
0,0.887852888
1,0.937791464
1,0.652748633
0,0.988500437
1,0.599198237
0,0.975342711
0,0.949720191
1,0.382484429
1,0.382484429
0,0.934920792
0,0.987516594
0,0.94755034
0,0.953516246
0,0.831668268
0,0.556731626
0,0.779852098
0,0.963476158
0,0.890869762
0,0.888511389
0,0.902115802
0,0.965032465
0,0.963071303
0,0.968338211
0,0.961436893
0,0.923155074
0,0.992305024
0,0.946701644
0,0.899223416
0,0.86186954
0,0.806915998
0,0.655419336
0,0.928834795
0,0.872909236
0,0.943958658
0,0.918926058
0,0.94266404
0,0.981914672
0,0.869195012
0,0.886019991
0,0.911547056
0,0.836920859
1,0.233810314
1,0.233810314
0,0.973646583
0,0.809709343
0,0.936938776
0,0.691674087
0,0.97734109
0,0.808187718
1,0.403798781
0,0.977151954
0,0.91541436
0,0.939161641
0,0.978086199
0,0.625811937
0,0.71254529
0,0.955117528
0,0.925584293
0,0.97942367
0,0.917190475
0,0.912852218
1,0.53453391
1,0.855338914
0,0.82557835
0,0.910296899
0,0.910058385
0,0.942560515
0,0.925201126
0,0.960073455
0,0.787512264
0,0.878291393
0,0.856170456
1,0.911825496
1,0.911825496
0,0.861582437
0,0.960766137
0,0.955398759
0,0.955318565
0,0.78608575
0,0.918807875
0,0.869846172
0,0.984876579
0,0.852896684
0,0.951320684
0,0.951406146
0,0.816060234
0,0.932463628
0,0.961404065
0,0.987098408
1,0.586433135
1,0.586433135
0,0.971523889
0,0.865806104
1,0.824694238
1,0.473500467
1,0.473500467
0,0.870154279
0,0.921185249
0,0.873112516
0,0.93770493
0,0.982936817
0,0.857947773
0,0.876172625
0,0.939565074
0,0.933035149
0,0.908719711
0,0.968411739
0,0.833795449
0,0.902920692
0,0.974285117
0,0.94300722
0,0.917241093
0,0.948184483
0,0.783967171
0,0.991805106
0,0.902372727
0,0.947774886
0,0.922042173
1,0.13520644
1,0.13520644
0,0.903340745
0,0.820247796
0,0.952797969
0,0.964042818
1,0.151977112
1,0.151977112
1,0.582681235
1,0.582681235
0,0.874437714
0,0.906702934
0,0.655866667
1,0.867352822
1,0.078364112
1,0.078364112
0,0.930653357
0,0.880089875
0,0.923062393
0,0.89590733
1,0.562934758
1,0.562934758
0,0.977817245
0,0.702700619
0,0.905977599
0,0.938078242
1,0.699992808
1,0.090132364
1,0.090132364
1,0.246082508
0,0.82850352
1,0.080096383
1,0.080096383
0,0.96200016
0,0.708436276
1,0.658573847
0,0.971528085
0,0.794658537
0,0.833907085
0,0.929750186
1,0.514277015
1,0.514277015
0,0.914901659
0,0.818404523
0,0.920292921
1,0.065912281
0,0.904738022
0,0.964042818
0,0.75973734
0,0.878418495
1,0.347904231
1,0.843427907
0,0.964042818
0,0.769907147
0,0.974274875
0,0.974983875
0,0.854128966
0,0.902355997
0,0.80898976
0,0.918799972
0,0.745803148
0,0.925255078
0,0.753070886
0,0.974700396
1,0.279514683
1,0.279514683
0,0.938078242
0,0.904243155
0,0.973160451
1,0.753978131
0,0.789337727
0,0.955174197
0,0.925255078
0,0.961094258
0,0.970299459
0,0.939627967
0,0.84515923
0,0.904947238
0,0.95327365
0,0.904562276
0,0.878016217
0,0.923066616
0,0.894243312
0,0.892129217
0,0.623686681
0,0.863636885
0,0.890455122
0,0.888226301
0,0.808462476
0,0.923007681
0,0.731804587
1,0.487431651
1,0.487431651
0,0.741947031
0,0.904562276
0,0.918097739
0,0.97866088
0,0.913229882
0,0.82151335
0,0.464070861
0,0.923062393
0,0.64537264
1,0.378637806
1,0.378637806
0,0.813605284
0,0.908793484
0,0.814734345
0,0.993300436
1,0.207319122
0,0.8626638
0,0.97311499
0,0.85191289
0,0.788746856
0,0.910062768
0,0.909493127
0,0.69373425
1,0.482960994
0,0.924889917
1,0.619730484
0,0.973364646
0,0.85442678
0,0.79663774
1,0.189715615
1,0.189715615
0,0.827789851
1,0.081428547
1,0.081428547
1,0.224981812
0,0.904562276
0,0.925255078
0,0.844679651
0,0.920671571
0,0.808462476
1,0.154750877
1,0.154750877
0,0.996560444
1,0.126514042
0,0.968960151
0,0.876841168
0,0.973160451
0,0.925036593
0,0.99517764
0,0.941208675
0,0.799765416
0,0.881209105
1,0.507513309
0,0.906524236
0,0.700995444
1,0.18855175
1,0.18855175
0,0.908948112
1,0.794454291
0,0.909976475
0,0.97394001
0,0.922698775
1,0.526822153
0,0.925255078
1,0.340733791
1,0.340733791
0,0.997742046
1,0.207319122
0,0.968960151
0,0.934495638
0,0.936974121
0,0.811587688
0,0.954766357
0,0.771996229
0,0.813605284
0,0.959472345
1,0.035653636
1,0.035653636
0,0.928455956
0,0.878609246
0,0.94038019
0,0.710378369
0,0.971830888
0,0.940119402
0,0.789594858
1,0.558280351
1,0.558280351
0,0.997310444
0,0.95798683
0,0.938078242
1,0.984948063
0,0.76954727
0,0.969315301
0,0.888544028
1,0.279624814
0,0.909493127
1,0.721448031
1,0.721448031
0,0.918097739
1,0.901527588
0,0.795237179
0,0.967508755
0,0.974700396
1,0.17706924
0,0.629395925
0,0.793751244
0,0.920967694
0,0.743621303
0,0.903956724
0,0.245261178
0,0.9954413
0,0.800570803
0,0.927124304
0,0.991840304
0,0.947231021
1,0.29678988
1,0.29678988
0,0.838951088
0,0.958095876
0,0.827668169
0,0.755062753
0,0.920883031
0,0.906524236
0,0.926682766
0,0.76416879
0,0.845950902
0,0.962894753
0,0.888544028
0,0.996387297
0,0.953955525
1,0.361824775
0,0.90318359
0,0.977081563
0,0.851120769
0,0.906524236
0,0.933255696
0,0.830690149
1,0.808462476
0,0.827668169
0,0.805970051
0,0.976400925
1,0.152021532
1,0.152021532
0,0.952387261
0,0.843427907
0,0.834568925
0,0.936404474
0,0.931745214
0,0.921498162
0,0.901527588
0,0.944773345
0,0.877354513
1,0.019
1,0.019
0,0.828705285
0,0.883318355
1,0.376411872
1,0.376411872
1,0.752831408
1,0.289618744
1,0.289618744
0,0.955971541
0,0.969787338
0,0.941024721
1,0.807999724
0,0.938078242
0,0.852196538
0,0.840840317
0,0.904562276
0,0.642784307
0,0.957045311
1,0.001
1,0.734456436
0,0.843427907
1,0.806311127
1,0.423746942
1,0.423746942
0,0.928314794
0,0.887951774
0,0.887884211
0,0.993063248
1,0.751153765
0,0.963788986
0,0.925796232
0,0.972797094
0,0.824324251
0,0.971344656
0,0.801681635
0,0.755062753
0,0.885850043
0,0.826532347
1,0.757385791
0,0.875337185
0,0.986383987
0,0.890455122
0,0.972797094
0,0.969150859
1,0.350452026
1,0.350452026
1,0.566441444
1,0.566441444
0,0.803305951
0,0.964042818
0,0.918587696
0,0.78722555
1,0.364322414
1,0.364322414
0,0.906524236
1,0.726341209
1,0.756810075
0,0.899071457
0,0.84515923
0,0.810965666
0,0.743621303
1,0.788416876
0,0.975620741
0,0.994795147
1,0.523834876
1,0.523834876
0,0.849381908
0,0.840226815
0,0.901527588
1,0.348299756
0,0.551442995
1,0.375444301
0,0.667538074
0,0.903766284
0,0.893214907
0,0.920967694
0,0.904562276
0,0.987490625
0,0.758383185
0,0.925614615
0,0.927686248
0,0.525807772
0,0.921105309
0,0.9
0,0.977081563
0,0.943683485
0,0.965713696
0,0.976385833
0,0.838620802
1,0.758106152
1,0.758106152
0,0.85191289
0,0.950242419
