isBad_30,CityId,cashTotalAmt,cashTotalCnt,education,idVerify,inCourt,maritalStatus,monthCardLargeAmt,netLength,noTransWeekPre,onlineTransAmt,onlineTransCnt,publicPayAmt,publicPayCnt,threeVerify,transTotalAmt,transTotalCnt,transCnt_mean,transCnt_non_null_months,transAmt_mean,transAmt_non_null_months,cashCnt_mean,cashCnt_non_null_months,cashAmt_mean,cashAmt_non_null_months,isDue,isCrime,isBlackList,Han,age,sex,card_age
0,其它,,,小学,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,34.0,男,16.0
0,其它,7000.0,2.0,小学,一致,0,已婚,6200.0,24 个月以上,0.92,0.0,0.0,0.0,0.0,一致,8200.0,4.0,1.3333333333333333,3.0,2733.333333333333,3.0,2.0,1.0,7000.0,1.0,0.0,0.0,0.0,1.0,38.0,男,7.0
0,其它,23000.0,5.0,初中,一致,0,已婚,500.0,24 个月以上,0.92,0.0,0.0,0.0,0.0,一致,500.0,1.0,0.5,2.0,250.0,2.0,2.5,2.0,11500.0,2.0,0.0,1.0,0.0,1.0,40.0,男,0.0
0,其它,700.0,2.0,初中,一致,0,已婚,0.0,24 个月以上,0.96,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,700.0,1.0,0.0,0.0,0.0,1.0,44.0,男,-7.0
0,其它,2000.0,1.0,小学,一致,0,未婚,0.0,24 个月以上,0.96,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2000.0,1.0,0.0,0.0,0.0,1.0,28.0,男,11.0
0,其它,,,初中,一致,0,已婚,600.0,24 个月以上,0.96,1200.0,2.0,0.0,0.0,一致,1200.0,2.0,1.0,2.0,600.0,2.0,,,,,0.0,0.0,0.0,1.0,31.0,男,-3.0
0,其它,5000.0,3.0,初中,一致,0,已婚,0.0,24 个月以上,0.92,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,4.0,0.0,4.0,1.0,3.0,1666.666666666667,3.0,0.0,0.0,0.0,1.0,49.0,男,9.0
0,二线城市,,,初中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,不一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,39.0,男,11.0
1,其它,,,Missing,不一致,0,未说明,,,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,0.0,31.0,男,4.0
0,其它,,,小学,一致,1,已婚,,,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,0.0,40.0,男,-1.0
0,其它,,,初中,一致,0,已婚,,24 个月以上,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,28.0,男,11.0
0,其它,3300.0,2.0,初中,一致,0,未婚,0.0,24 个月以上,0.96,0.0,0.0,0.0,0.0,无记录,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,1650.0,2.0,0.0,0.0,0.0,0.0,35.0,男,35.0
0,其它,300.0,1.0,初中,一致,0,未婚,0.0,,0.96,0.0,0.0,0.0,0.0,无记录,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,300.0,1.0,0.0,0.0,0.0,1.0,28.0,男,1.0
0,其它,,,专科,一致,0,未婚,,,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,33.0,男,12.0
0,新一线城市,31100.0,13.0,初中,一致,1,未婚,11980.0,12-24个月,0.4,3790.0,66.0,0.0,2.0,不一致,25640.0,78.0,6.416666666666668,12.0,2134.1666666666665,12.0,2.1666666666666665,6.0,5183.333333333333,6.0,0.0,0.0,0.0,1.0,35.0,男,0.0
0,其它,,,小学,一致,0,未婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,27.0,男,-1.0
0,其它,,,初中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,30.0,男,-4.0
0,其它,,,初中,一致,0,未婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,34.0,男,23.0
0,其它,,,高中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,33.0,男,-4.0
0,其它,,,Missing,一致,0,未说明,190.0,24 个月以上,0.88,570.0,3.0,0.0,0.0,不一致,570.0,4.0,0.8,5.0,114.0,5.0,,,,,0.0,0.0,0.0,1.0,29.0,男,31.0
1,其它,,,初中,一致,0,已婚,,12-24个月,,,,,,无记录,,,,,,,,,,,0.0,0.0,0.0,1.0,30.0,男,0.0
0,其它,6900.0,9.0,初中,一致,0,已婚,30160.0,24 个月以上,0.83,0.0,0.0,0.0,0.0,一致,36750.0,7.0,1.1666666666666667,6.0,6123.333333333332,6.0,2.25,4.0,1725.0,4.0,0.0,0.0,0.0,1.0,49.0,男,-2.0
0,其它,,,小学,一致,0,已婚,0.0,24 个月以上,0.96,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,28.0,男,0.0
0,其它,,,初中,一致,0,未婚,19000.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,不一致,19000.0,1.0,1.0,1.0,19000.0,1.0,,,,,0.0,0.0,0.0,1.0,33.0,男,1.0
0,其它,,,初中,一致,0,已婚,,24 个月以上,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,31.0,女,0.0
0,其它,,,初中,一致,0,未说明,1000.0,12-24个月,0.96,0.0,0.0,0.0,0.0,一致,1750.0,2.0,1.0,2.0,875.0,2.0,,,,,0.0,0.0,0.0,1.0,26.0,男,9.0
0,一线城市,6100.0,6.0,Missing,一致,0,未说明,50.0,24 个月以上,0.85,0.0,0.0,0.0,0.0,一致,50.0,1.0,0.14285714285714285,7.0,7.142857142857142,7.0,1.2,5.0,1220.0,5.0,0.0,0.0,0.0,1.0,26.0,女,25.0
0,一线城市,200.0,1.0,本科以上,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,200.0,1.0,0.0,0.0,0.0,1.0,28.0,女,-1.0
0,其它,200.0,1.0,初中,一致,0,未说明,160.0,24 个月以上,0.96,0.0,0.0,0.0,0.0,不一致,160.0,1.0,0.5,2.0,80.0,2.0,1.0,1.0,200.0,1.0,0.0,0.0,0.0,1.0,43.0,男,-1.0
0,其它,,,初中,一致,0,已婚,600.0,24 个月以上,0.96,1200.0,2.0,0.0,0.0,一致,1200.0,2.0,1.0,2.0,600.0,2.0,,,,,0.0,0.0,0.0,1.0,27.0,男,-3.0
0,其它,10300.0,3.0,初中,一致,0,未说明,2330.0,24 个月以上,0.92,3360.0,5.0,0.0,0.0,一致,3360.0,5.0,1.25,4.0,835.0,4.0,3.0,1.0,10300.0,1.0,0.0,0.0,0.0,1.0,27.0,男,-3.0
0,其它,,,小学,一致,0,未婚,,,,,,,,无记录,,,,,,,,,,,0.0,0.0,0.0,1.0,31.0,男,2.0
0,一线城市,3000.0,1.0,小学,一致,0,未婚,15600.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,15600.0,1.0,1.0,1.0,15600.0,1.0,1.0,1.0,3000.0,1.0,0.0,0.0,0.0,1.0,31.0,男,-9.0
0,其它,,,初中,一致,0,未说明,0.0,12-24个月,0.98,0.0,0.0,0.0,0.0,不一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,40.0,男,-10.0
0,其它,,,初中,一致,0,已婚,410.0,24 个月以上,0.88,0.0,0.0,0.0,0.0,一致,1040.0,6.0,1.2,5.0,206.0,5.0,,,,,0.0,0.0,0.0,1.0,44.0,女,-5.0
1,其它,42300.0,30.0,初中,一致,0,已婚,0.0,24 个月以上,0.83,0.0,0.0,0.0,1.0,一致,0.0,1.0,0.2,5.0,0.0,5.0,6.0,5.0,8460.0,5.0,0.0,0.0,0.0,1.0,48.0,男,-2.0
0,新一线城市,3000.0,3.0,初中,一致,0,已婚,510.0,24 个月以上,0.92,0.0,0.0,0.0,0.0,一致,510.0,2.0,1.0,2.0,255.0,2.0,3.0,1.0,3000.0,1.0,0.0,0.0,0.0,1.0,47.0,男,-6.0
0,其它,85100.0,36.0,初中,一致,0,未婚,34000.0,24 个月以上,0.63,0.0,0.0,0.0,0.0,不一致,88040.0,15.0,1.6666666666666667,9.0,9778.888888888889,9.0,4.0,9.0,9455.555555555555,9.0,0.0,0.0,0.0,1.0,26.0,女,0.0
0,其它,,,初中,一致,0,已婚,,,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,38.0,男,1.0
0,其它,,,初中,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,31.0,男,10.0
0,其它,15800.0,8.0,小学,一致,0,已婚,18610.0,24 个月以上,0.88,3780.0,4.0,0.0,0.0,一致,40400.0,6.0,1.0,6.0,6730.0,6.0,8.0,1.0,15800.0,1.0,0.0,0.0,0.0,1.0,44.0,男,5.0
0,其它,,,高中,一致,0,离婚,0.0,12-24个月,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,56.0,男,0.0
0,其它,18500.0,7.0,高中,一致,0,已婚,21000.0,24 个月以上,0.88,84000.0,12.0,0.0,0.0,一致,84000.0,12.0,2.4,5.0,16800.0,5.0,3.5,2.0,9250.0,2.0,0.0,0.0,0.0,1.0,36.0,男,-3.0
0,其它,4600.0,4.0,初中,一致,0,已婚,570.0,12-24个月,0.88,2230.0,4.0,2230.0,4.0,一致,2470.0,5.0,0.8333333333333334,6.0,408.33333333333326,6.0,4.0,1.0,4600.0,1.0,0.0,0.0,0.0,1.0,32.0,男,0.0
0,其它,7500.0,4.0,初中,一致,0,未说明,0.0,24 个月以上,0.94,0.0,1.0,0.0,1.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,7500.0,1.0,0.0,0.0,0.0,1.0,43.0,男,0.0
0,其它,,,初中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,不一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,22.0,女,-12.0
0,其它,,,初中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,不一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,31.0,男,-7.0
0,二线城市,,,专科,一致,0,已婚,1880.0,24 个月以上,0.92,1880.0,21.0,1880.0,21.0,一致,1880.0,21.0,6.666666666666668,3.0,626.6666666666666,3.0,,,,,0.0,0.0,0.0,1.0,31.0,男,0.0
0,其它,,,初中,一致,0,已婚,150.0,12-24个月,0.96,0.0,0.0,0.0,0.0,不一致,150.0,1.0,0.5,2.0,75.0,2.0,,,,,0.0,0.0,0.0,0.0,32.0,男,-8.0
0,其它,,,初中,一致,0,已婚,0.0,12个月以内,0.98,0.0,0.0,0.0,0.0,不一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,39.0,男,-2.0
0,新一线城市,4000.0,5.0,高中,一致,0,已婚,5110.0,24 个月以上,0.67,14360.0,12.0,0.0,0.0,一致,18370.0,15.0,1.7,10.0,1836.0,10.0,1.25,4.0,1000.0,4.0,0.0,0.0,0.0,1.0,49.0,女,49.0
0,二线城市,4600.0,10.0,初中,一致,1,离婚,60.0,24 个月以上,0.75,-2880.0,1.0,0.0,0.0,一致,90.0,3.0,0.375,8.0,10.0,8.0,2.5,4.0,1150.0,4.0,0.0,0.0,0.0,1.0,40.0,男,-1.0
0,其它,600.0,1.0,小学,一致,0,已婚,21000.0,24 个月以上,0.94,31000.0,4.0,0.0,0.0,一致,31000.0,4.0,2.0,2.0,15500.0,2.0,1.0,1.0,600.0,1.0,0.0,0.0,0.0,1.0,35.0,男,5.0
0,其它,,,高中,一致,0,未婚,,24 个月以上,0.98,0.0,1.0,0.0,1.0,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,33.0,男,-3.0
0,其它,,,专科,一致,0,已婚,,24 个月以上,,,,,,无记录,,,,,,,,,,,0.0,0.0,0.0,1.0,33.0,男,-1.0
0,二线城市,700.0,2.0,专科,一致,0,已婚,240.0,24 个月以上,0.88,-118050.0,42.0,0.0,0.0,一致,240.0,2.0,0.6666666666666666,3.0,80.0,3.0,2.0,1.0,700.0,1.0,0.0,0.0,0.0,1.0,32.0,男,-12.0
0,其它,,,初中,一致,0,未说明,10000.0,24 个月以上,0.96,20000.0,2.0,0.0,0.0,一致,20000.0,2.0,1.0,2.0,10000.0,2.0,,,,,0.0,0.0,0.0,1.0,42.0,男,-2.0
0,二线城市,,,初中,一致,0,已婚,80.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,80.0,1.0,1.0,1.0,80.0,1.0,,,,,0.0,0.0,0.0,1.0,39.0,男,11.0
0,其它,6000.0,3.0,技校,一致,0,已婚,29990.0,24 个月以上,0.94,29990.0,3.0,0.0,0.0,一致,29990.0,3.0,1.5,2.0,14995.0,2.0,1.5,2.0,3000.0,2.0,0.0,1.0,0.0,1.0,50.0,男,-5.0
0,其它,,,初中,一致,0,未婚,6000.0,24 个月以上,0.87,10970.0,2.0,0.0,0.0,一致,10970.0,2.0,0.4,5.0,2194.0,5.0,,,,,0.0,0.0,1.0,1.0,34.0,男,5.0
0,其它,8600.0,5.0,初中,一致,0,已婚,2260.0,24 个月以上,0.94,0.0,0.0,0.0,0.0,不一致,2260.0,1.0,0.3333333333333333,3.0,753.3333333333335,3.0,1.6666666666666667,3.0,2866.666666666666,3.0,0.0,0.0,0.0,1.0,38.0,女,-3.0
0,其它,,,初中,一致,0,未婚,0.0,12-24个月,0.96,0.0,0.0,0.0,0.0,无记录,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,32.0,男,-5.0
0,其它,,,初中,一致,0,已婚,,24 个月以上,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,39.0,男,0.0
1,其它,5400.0,4.0,初中,一致,0,已婚,1000.0,24 个月以上,0.92,0.0,0.0,0.0,0.0,不一致,1150.0,2.0,0.5,4.0,287.5,4.0,1.3333333333333333,3.0,1800.0,3.0,0.0,0.0,0.0,0.0,30.0,男,17.0
1,其它,5400.0,4.0,初中,一致,0,已婚,1000.0,24 个月以上,0.92,0.0,0.0,0.0,0.0,不一致,1150.0,2.0,0.5,4.0,287.5,4.0,1.3333333333333333,3.0,1800.0,3.0,0.0,0.0,0.0,0.0,30.0,男,17.0
0,其它,6800.0,12.0,小学,一致,0,已婚,30200.0,24 个月以上,0.83,0.0,0.0,0.0,0.0,一致,30480.0,3.0,0.75,4.0,7620.0,4.0,3.0,4.0,1700.0,4.0,0.0,0.0,0.0,0.0,45.0,男,41.0
0,其它,19800.0,4.0,初中,一致,0,未婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,19800.0,1.0,0.0,0.0,0.0,0.0,26.0,男,-3.0
0,二线城市,103800.0,36.0,小学,一致,0,已婚,0.0,24 个月以上,0.73,0.0,1.0,0.0,0.0,一致,0.0,0.0,0.0,9.0,0.0,9.0,4.0,9.0,11533.333333333336,9.0,0.0,0.0,0.0,1.0,35.0,男,14.0
0,其它,,,小学,一致,0,已婚,21000.0,24 个月以上,0.96,42000.0,6.0,0.0,0.0,一致,42000.0,6.0,3.0,2.0,21000.0,2.0,,,,,0.0,0.0,0.0,1.0,41.0,女,-3.0
0,其它,8500.0,8.0,初中,一致,0,已婚,0.0,24 个月以上,0.9,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,3.0,0.0,3.0,2.6666666666666665,3.0,2833.333333333333,3.0,0.0,0.0,0.0,1.0,25.0,男,1.0
0,其它,1800.0,1.0,初中,一致,0,已婚,1100.0,12-24个月,0.94,0.0,0.0,0.0,0.0,无记录,1100.0,1.0,0.3333333333333333,3.0,366.66666666666674,3.0,1.0,1.0,1800.0,1.0,0.0,0.0,0.0,1.0,40.0,男,-2.0
0,二线城市,1100.0,2.0,小学,一致,0,已婚,21000.0,24 个月以上,0.94,27000.0,4.0,0.0,0.0,一致,27000.0,4.0,1.3333333333333333,3.0,9000.0,3.0,1.0,2.0,550.0,2.0,0.0,0.0,0.0,1.0,30.0,男,0.0
1,其它,,,高中,一致,0,未婚,,12-24个月,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,32.0,男,0.0
1,其它,,,小学,一致,0,未婚,,12-24个月,0.98,0.0,0.0,0.0,0.0,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,24.0,男,-13.0
0,其它,12600.0,4.0,专科,一致,0,未婚,6810.0,,0.79,0.0,0.0,2670.0,4.0,不一致,14400.0,21.0,3.1666666666666665,6.0,2398.333333333333,6.0,4.0,1.0,12600.0,1.0,0.0,0.0,0.0,1.0,30.0,男,-2.0
1,其它,,,初中,一致,0,未说明,,12-24个月,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,37.0,男,0.0
1,其它,,,初中,一致,0,未说明,,12-24个月,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,37.0,男,0.0
0,其它,,,初中,一致,0,未婚,42740.0,,0.67,48780.0,9.0,38510.0,8.0,不一致,128960.0,24.0,2.888888888888889,9.0,14325.555555555557,9.0,,,,,0.0,0.0,0.0,1.0,31.0,女,9.0
0,一线城市,,,初中,一致,0,未婚,920.0,24 个月以上,0.94,990.0,2.0,0.0,0.0,一致,1420.0,3.0,1.5,2.0,705.0,2.0,,,,,0.0,0.0,0.0,1.0,29.0,男,0.0
0,其它,,,专科,一致,0,已婚,4240.0,24 个月以上,0.85,0.0,0.0,0.0,1.0,一致,8540.0,10.0,1.4285714285714286,7.0,1220.0,7.0,,,,,0.0,0.0,0.0,1.0,36.0,男,0.0
0,其它,2000.0,1.0,初中,一致,0,已婚,1500.0,24 个月以上,0.96,1500.0,2.0,0.0,0.0,一致,1500.0,2.0,1.0,2.0,750.0,2.0,1.0,1.0,2000.0,1.0,0.0,0.0,0.0,1.0,40.0,男,-13.0
1,其它,500.0,1.0,初中,一致,0,已婚,3680.0,24 个月以上,0.75,2060.0,18.0,0.0,0.0,一致,7860.0,15.0,1.875,8.0,980.0,8.0,1.0,1.0,500.0,1.0,0.0,0.0,0.0,1.0,28.0,女,4.0
1,其它,500.0,1.0,初中,一致,0,已婚,3680.0,24 个月以上,0.75,2060.0,18.0,0.0,0.0,一致,7860.0,15.0,1.875,8.0,980.0,8.0,1.0,1.0,500.0,1.0,0.0,0.0,0.0,1.0,28.0,女,4.0
0,一线城市,,,初中,一致,0,未婚,60.0,12-24个月,0.98,0.0,0.0,0.0,0.0,一致,60.0,1.0,1.0,1.0,60.0,1.0,,,,,0.0,0.0,0.0,1.0,23.0,女,-1.0
0,其它,,,初中,一致,0,未婚,0.0,24 个月以上,0.98,0.0,1.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,27.0,男,-10.0
0,其它,2000.0,1.0,初中,一致,0,已婚,0.0,12-24个月,0.96,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,2000.0,1.0,0.0,0.0,0.0,1.0,38.0,男,-3.0
0,其它,83100.0,29.0,初中,一致,0,离婚,42630.0,12-24个月,0.62,-5920.0,2.0,-5920.0,2.0,一致,68520.0,18.0,1.6363636363636365,11.0,6225.454545454545,11.0,3.625,8.0,10387.5,8.0,0.0,0.0,0.0,1.0,31.0,男,0.0
0,新一线城市,,,Missing,一致,0,未说明,90770.0,24 个月以上,0.96,0.0,0.0,0.0,0.0,一致,90770.0,3.0,3.0,1.0,90770.0,1.0,,,,,0.0,0.0,0.0,1.0,28.0,男,27.0
0,其它,,,初中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,50.0,男,14.0
0,其它,,,初中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,37.0,男,0.0
0,其它,,,初中,一致,0,已婚,0.0,,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,40.0,男,1.0
0,其它,,,专科,一致,0,已婚,,,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,30.0,女,28.0
0,其它,,,初中,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,1.0,1.0,38.0,男,0.0
0,二线城市,,,初中,一致,0,已婚,5000.0,24 个月以上,0.96,15000.0,8.0,0.0,3.0,一致,5000.0,1.0,0.5,2.0,2500.0,2.0,,,,,0.0,0.0,0.0,1.0,29.0,女,0.0
0,其它,,,初中,一致,0,已婚,,12-24个月,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,0.0,35.0,男,0.0
0,其它,,,高中,一致,0,已婚,25000.0,,0.96,37110.0,5.0,0.0,0.0,不一致,37110.0,5.0,2.5,2.0,18555.0,2.0,,,,,0.0,0.0,0.0,1.0,24.0,女,-3.0
0,其它,,,初中,一致,0,未说明,,24 个月以上,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,35.0,男,0.0
0,其它,3100.0,4.0,小学,一致,1,已婚,0.0,24 个月以上,0.94,0.0,0.0,0.0,1.0,一致,0.0,1.0,0.3333333333333333,3.0,0.0,3.0,2.0,2.0,1550.0,2.0,0.0,0.0,0.0,1.0,33.0,男,0.0
0,其它,,,初中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,45.0,男,-7.0
1,其它,,,小学,一致,0,已婚,10.0,12-24个月,0.98,0.0,0.0,0.0,0.0,不一致,10.0,1.0,1.0,1.0,10.0,1.0,,,,,0.0,0.0,0.0,1.0,45.0,男,0.0
1,其它,,,小学,一致,0,已婚,10.0,12-24个月,0.98,0.0,0.0,0.0,0.0,不一致,10.0,1.0,1.0,1.0,10.0,1.0,,,,,0.0,0.0,0.0,1.0,45.0,男,0.0
1,其它,,,初中,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,43.0,男,-2.0
1,其它,4700.0,4.0,初中,一致,0,已婚,6000.0,,0.92,1000.0,1.0,0.0,0.0,一致,6000.0,3.0,1.0,3.0,2000.0,3.0,2.0,2.0,2350.0,2.0,0.0,0.0,0.0,1.0,41.0,男,0.0
1,其它,4700.0,4.0,初中,一致,0,已婚,6000.0,,0.92,1000.0,1.0,0.0,0.0,一致,6000.0,3.0,1.0,3.0,2000.0,3.0,2.0,2.0,2350.0,2.0,0.0,0.0,0.0,1.0,41.0,男,0.0
0,其它,,,小学,一致,0,已婚,480.0,12个月以内,0.96,0.0,0.0,0.0,0.0,不一致,480.0,2.0,1.0,2.0,240.0,2.0,,,,,0.0,0.0,0.0,1.0,46.0,男,-7.0
1,其它,,,小学,一致,0,已婚,,12-24个月,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,62.0,男,1.0
1,其它,,,小学,一致,0,已婚,,12-24个月,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,62.0,男,1.0
1,其它,5500.0,4.0,初中,一致,0,已婚,0.0,24 个月以上,0.92,-35990.0,5.0,0.0,0.0,不一致,0.0,1.0,0.3333333333333333,3.0,0.0,3.0,2.0,2.0,2750.0,2.0,0.0,0.0,0.0,1.0,25.0,女,3.0
0,其它,,,初中,一致,0,已婚,,24 个月以上,0.98,0.0,0.0,0.0,0.0,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,41.0,男,-14.0
0,其它,,,初中,一致,0,已婚,3260.0,24 个月以上,0.9,0.0,0.0,0.0,0.0,一致,8460.0,7.0,1.75,4.0,2115.0,4.0,,,,,0.0,0.0,0.0,1.0,33.0,男,-2.0
0,二线城市,,,小学,一致,0,已婚,,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,34.0,男,0.0
0,其它,,,初中,一致,0,未婚,1060.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,1060.0,1.0,1.0,1.0,1060.0,1.0,,,,,0.0,0.0,0.0,1.0,34.0,男,-1.0
0,其它,8500.0,4.0,初中,一致,0,已婚,21000.0,24 个月以上,0.83,63000.0,9.0,0.0,0.0,无记录,67290.0,10.0,1.6666666666666667,6.0,11215.0,6.0,4.0,1.0,8500.0,1.0,0.0,1.0,0.0,1.0,40.0,男,46.0
0,其它,,,初中,一致,0,已婚,1000.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,1000.0,1.0,1.0,1.0,1000.0,1.0,,,,,0.0,1.0,0.0,1.0,38.0,男,57.0
1,其它,,,高中,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,30.0,男,0.0
0,二线城市,,,初中,一致,0,已婚,2050.0,24 个月以上,0.96,0.0,0.0,0.0,0.0,一致,2500.0,3.0,1.5,2.0,1245.0,2.0,,,,,0.0,0.0,0.0,1.0,31.0,男,34.0
1,其它,,,初中,一致,0,未说明,50.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,不一致,50.0,1.0,1.0,1.0,50.0,1.0,,,,,0.0,0.0,0.0,1.0,23.0,男,-5.0
0,新一线城市,1000.0,1.0,小学,一致,0,未婚,30920.0,24 个月以上,0.5,87390.0,63.0,10800.0,3.0,一致,92660.0,60.0,8.285714285714286,7.0,13234.285714285714,7.0,1.0,1.0,1000.0,1.0,0.0,0.0,0.0,1.0,26.0,男,6.0
1,其它,,,初中,一致,1,已婚,,12个月以内,,,,,,不一致,,,,,,,,,,,0.0,0.0,1.0,1.0,51.0,男,26.0
1,其它,,,小学,一致,0,已婚,0.0,12-24个月,0.98,0.0,0.0,0.0,0.0,不一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,47.0,女,-13.0
0,其它,5900.0,2.0,初中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,5900.0,1.0,0.0,0.0,0.0,1.0,32.0,男,-6.0
1,其它,,,小学,一致,1,已婚,,,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,0.0,42.0,男,38.0
1,其它,,,小学,一致,1,已婚,,,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,0.0,42.0,男,38.0
0,其它,,,初中,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,0.0,36.0,男,-1.0
0,其它,,,初中,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,37.0,男,0.0
0,其它,,,初中,一致,0,已婚,3000.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,3000.0,1.0,1.0,1.0,3000.0,1.0,,,,,0.0,0.0,0.0,1.0,33.0,男,-9.0
